Gene,Unnamed: 0,Count,Mean,Std,q1,q2,q3,q4,A,B
adeP,2161,419,0.020370162,0.11332079,0.000762777,0.000762777,0.001525553,0.708619375,298,121
group_1038,2162,401,0.219098261,0.289501582,0,0,0.601626016,0.601626016,282,119
atpE,2163,417,0.003065926,0.003647396,0,0,0.008438819,0.016877637,296,121
fpr_1,2164,418,0.006612643,0.008967005,0,0.002574003,0.012870013,0.027027027,297,121
clcA_2,2165,509,0.300040205,0.347452026,0.00070922,0.253191489,0.757446809,0.989361702,388,121
pilT_1,2166,423,0.030058846,0.123573371,0.000879507,0.000879507,0.001759015,0.981530343,301,122
group_2700,2167,4,0,0,0,0,0,0,0,4
group_2973,2168,2,0,0,0,0,0,0,2,0
group_4104,2169,483,0.004754387,0.004284694,0,0.005847953,0.005847953,0.01754386,374,109
group_326,2170,421,0.026976523,0.106017019,0,0.001176471,0.001176471,0.975294118,300,121
group_501,2171,418,0.016892397,0.012459351,0.004830918,0.019323671,0.028985507,0.04589372,298,120
patA,2172,420,0.031016084,0.109490143,0.000695894,0.006263048,0.012526096,0.925539318,299,121
group_1376,2173,412,0.004596605,0.004370048,0,0.005128205,0.01025641,0.020512821,295,117
group_1551,2174,2,0.206349206,0.206349206,0,0.206349206,0.412698413,0.412698413,2,0
group_1684,2175,2,0.176363636,0.176363636,0,0.176363636,0.352727273,0.352727273,1,1
group_3019,2176,3,0,0,0,0,0,0,0,3
group_3403,2177,2,0,0,0,0,0,0,2,0
group_3224,2178,4,0,0,0,0,0,0,3,1
gltA,2179,420,0.006401819,0.047798935,0.00077821,0.00155642,0.00233463,0.982101167,298,122
virD4,2181,3,0,0,0,0,0,0,0,3
recJ,2183,419,0.00059011,0.00070489,0,0.000587889,0.001175779,0.003527337,298,121
epsJ_1,2184,430,0.140798588,0.1818327,0.006890612,0.02411714,0.250645995,0.818260121,309,121
group_1507,2185,8,0.005448718,0.004429575,0.002564103,0.005128205,0.007692308,0.015384615,8,0
group_298,2189,422,0.029646165,0.126258702,0.002314815,0.00462963,0.00617284,0.997685185,297,125
group_919,2190,10,0.184116331,0.231325428,0,0,0.501118568,0.597315436,9,1
group_557,2191,419,0.016321086,0.063398053,0,0.002770083,0.002770083,0.493074792,296,123
lptB,2192,417,0.000147252,0.000431356,0,0,0,0.002721088,296,121
group_682,2193,419,0.005442018,0.019863322,0.001677852,0.001677852,0.006711409,0.380872483,298,121
ykoJ,2194,415,0.000547538,0.001206862,0,0,0,0.006116208,294,121
lapB,2195,418,0.001144994,0.000907408,0,0.00082713,0.00165426,0.004135649,297,121
group_2171,2196,416,0,0,0,0,0,0,295,121
group_2756,2197,2,0,0,0,0,0,0,2,0
group_2099,2199,90,0.000228329,0.000749435,0,0,0,0.002688172,60,30
group_2925,2200,3,0,0,0,0,0,0,0,3
tgt,2201,419,0.004825453,0.003742751,0.000896057,0.005376344,0.008064516,0.010752688,298,121
nth,2202,419,0.025289221,0.025059659,0.001508296,0.003016591,0.051282051,0.055806938,298,121
edd,2203,418,0.003680613,0.024741348,0.001089325,0.001633987,0.002178649,0.357298475,297,121
group_1186,2204,93,0.00209375,0.005157647,0,0,0,0.018707483,82,11
group_1253,2205,239,0.000857245,0.002531568,0,0,0,0.008333333,181,58
group_1474,2206,16,0.05389682,0.139331748,0.000928505,0.004642526,0.005571031,0.43825441,12,4
group_1649,2207,2,0.127659574,0.127659574,0,0.127659574,0.255319149,0.255319149,2,0
group_3968,2210,419,0.000970799,0.001338955,0,0,0.002150538,0.008602151,298,121
tehB,2211,418,0.00371852,0.037183599,0,0.001169591,0.001169591,0.541520468,297,121
group_982,2212,448,0.158675676,0.284143483,0.001587302,0.005555556,0.331746032,0.866666667,307,141
group_619,2213,188,0.037271832,0.12469423,0,0,0,0.469434833,118,70
group_2625,2214,7,0,0,0,0,0,0,1,6
group_2002,2215,418,0.001197899,0.000903899,0.000687285,0.00137457,0.002061856,0.004123711,297,121
group_2418,2217,17,0,0,0,0,0,0,0,17
hsdM_1,2218,428,0.118967899,0.183067612,0.001293661,0.002587322,0.254204398,0.979948254,307,121
ampG,2219,417,0.019324883,0.01880246,0.000757002,0.003785011,0.038607116,0.069644209,296,121
rpsF,2220,419,0.004407458,0.005592773,0,0,0.010840108,0.01897019,298,121
group_1609,2224,4,0.0078125,0.006889977,0,0.010416667,0.010416667,0.020833333,1,3
group_90,2225,20,0.305419806,0.208172142,0.137513455,0.297093649,0.456404736,0.864370291,10,10
group_4061,2226,419,0.001758465,0.001737175,0,0.002331002,0.002331002,0.006993007,298,121
secG,2227,418,0.00229451,0.005292498,0,0,0.002849003,0.025641026,297,121
dapF,2229,419,0.00064579,0.000759701,0,0,0.001173709,0.003521127,298,121
group_2665,2230,2,0,0,0,0,0,0,2,0
group_2458,2232,13,0,0,0,0,0,0,13,0
group_659,2233,7,0.194834184,0.268511608,0,0.09765625,0.10546875,0.72265625,0,7
yhhT,2234,417,0.000954364,0.000879646,0,0.000933707,0.001867414,0.003734827,296,121
group_196,2235,401,0.068508992,0.143103651,0.004366812,0.00727802,0.011644833,0.99272198,286,115
group_464,2236,62,0.012334826,0.010310151,0.002554278,0.01660281,0.019157088,0.053639847,42,20
group_243,2237,366,0.007484896,0.021349233,0,0,0.014925373,0.288557214,248,118
group_1547,2238,214,0.005629741,0.03448144,0,0.001960784,0.003921569,0.370588235,146,68
group_1909,2239,129,6.57E-05,0.000525954,0,0,0,0.004273504,118,11
group_1288,2241,419,0.001234879,0.011173946,0,0.000601685,0.000601685,0.163658243,298,121
murF,2244,418,0.000534808,0.000623125,0,0.000735835,0.000735835,0.003679176,297,121
pth,2245,419,0.008559799,0.042599695,0,0.001727116,0.006908463,0.407599309,298,121
group_2716,2246,9,0.001511716,0.00169015,0,0,0.003401361,0.003401361,5,4
group_2965,2248,3,0,0,0,0,0,0,0,3
group_4112,2249,419,0.000427815,0.00098904,0,0,0,0.005128205,298,121
hxcR,2250,418,0.00035935,0.000469953,0,0,0.000596303,0.002981515,297,121
group_959,2251,20,0.102610619,0.171574407,0,0.005899705,0.389380531,0.404129794,19,1
group_116,2252,185,0.012849703,0.012871953,0.004975124,0.009950249,0.019900498,0.089552239,114,71
group_942,2253,25,0.076050794,0.106330018,0,0.005952381,0.23015873,0.234126984,10,15
dpnA_2,2254,2,0,0,0,0,0,0,2,0
group_4109,2255,419,0.000860529,0.002021597,0,0,0,0.010752688,298,121
group_10,2256,192,0.210832733,0.130586087,0.105698529,0.197610294,0.272058824,0.849264706,124,68
group_2896,2257,2,0.001173709,0.001173709,0,0.001173709,0.002347418,0.002347418,0,2
group_2317,2258,54,0,0,0,0,0,0,29,25
group_2530,2259,49,0.002507773,0.002264031,0,0.002645503,0.005291005,0.007936508,34,15
folB,2260,417,0.000238344,0.000793924,0,0,0,0.005602241,296,121
rnc,2261,411,0.001246046,0.000994857,0,0.001388889,0.001388889,0.004166667,292,119
prs,2262,419,0.008453713,0.007188671,0.00203252,0.007113821,0.014227642,0.031504065,298,121
repE_2,2263,32,5.94E-05,0.000233821,0,0,0,0.000980392,32,0
group_1912,2264,411,8.96E-05,0.000596878,0,0,0,0.006944444,291,120
pemK,2265,417,0.003687661,0.035649467,0,0,0,0.373549884,297,120
group_1689,2266,3,0.111477814,0.124635986,0,0,0.250825083,0.250825083,0,3
group_1293,2269,419,0.011902539,0.097132562,0,0,0,0.822081575,298,121
yedI,2272,419,0.001453386,0.001301395,0,0.001349528,0.002699055,0.006747638,298,121
ydjA,2273,418,0.013135995,0.049954898,0,0.001788909,0.001788909,0.921288014,297,121
group_642,2274,6,0.293037673,0.243729156,0,0.30472103,0.557939914,0.682403433,0,6
lpxB,2275,417,0.000500752,0.000500324,0,0.000865801,0.000865801,0.003463203,296,121
group_597,2276,417,0.008765708,0.052992982,0,0.006451613,0.006451613,0.949462366,295,122
nudG,2277,417,0.005737476,0.032994355,0.001234568,0.002469136,0.004938272,0.487654321,296,121
pilE1_3,2278,27,0.051768355,0.186148773,0,0,0,0.723429952,25,2
group_2443,2279,74,0,0,0,0,0,0,58,16
group_1208,2283,389,0.001387235,0.002725606,0,0.002283105,0.002283105,0.03652968,269,120
group_1861,2284,281,0.006395411,0.004475592,0.002656042,0.007968127,0.009296149,0.022576361,165,116
group_3167,2286,2,0,0,0,0,0,0,0,2
atpH,2287,417,0.002388066,0.001848269,0,0.001872659,0.003745318,0.007490637,296,121
group_1612,2288,2,0.145645646,0.145645646,0,0.145645646,0.291291291,0.291291291,2,0
acnB,2289,417,0.006888261,0.052968253,0,0.000386698,0.000773395,0.447795824,296,121
gpsA,2290,417,0.00010542,0.000330518,0,0,0,0.003030303,296,121
sdhD,2291,419,0.000758404,0.004789917,0,0,0,0.038011696,298,121
group_999,2293,4,0.019329897,0.015835317,0.00257732,0.020618557,0.031786942,0.04467354,4,0
group_602,2294,418,0.003069847,0.009180668,0,0.003546099,0.003546099,0.138297872,297,121
hepA,2295,839,0.431431932,0.370960278,0.000479157,0.410158122,0.867273598,0.973167226,589,250
group_871,2296,417,0.00682217,0.014576978,0,0.000944287,0.000944287,0.051935788,296,121
lutP,2297,419,0.015344455,0.106648825,0,0.00063012,0.00063012,0.79521109,298,121
trpS,2298,417,0.004384643,0.007904125,0.00098912,0.001978239,0.003956479,0.045499505,296,121
purE,2299,419,0.001046709,0.001680668,0,0,0.002057613,0.00617284,298,121
group_1652,2302,2,0.151041667,0.151041667,0,0.151041667,0.302083333,0.302083333,2,0
group_1587,2303,9,0.007090852,0.014292068,0,0,0,0.035897436,0,9
hpt,2304,416,0.018067636,0.015407893,0.003546099,0.014184397,0.035460993,0.062056738,295,121
ilvK,2305,418,0.000228921,0.000437287,0,0,0,0.002002002,297,121
ohrR,2306,419,0.000538759,0.000971812,0,0,0,0.004535147,298,121
metN,2307,417,0.000761443,0.000792549,0,0.001355014,0.001355014,0.004065041,296,121
uvrD,2308,417,0.002154235,0.002908756,0.000905797,0.001811594,0.002264493,0.039855072,296,121
group_2082,2309,253,0.000829696,0.001807621,0,0,0,0.009389671,158,95
group_2570,2310,15,0,0,0,0,0,0,15,0
group_2357,2311,4,0,0,0,0,0,0,4,0
group_50,2312,32,0.136148057,0.122158359,0.038525684,0.065043362,0.27018012,0.531687792,18,14
group_156,2313,28,0.099179982,0.165495685,0,0.007751938,0.14244186,0.739018088,26,2
group_3054,2315,2,0.002150538,0.002150538,0,0.002150538,0.004301075,0.004301075,2,0
efeB,2317,420,0.144222889,0.174355731,0.001568627,0.005490196,0.312941176,0.814901961,297,123
group_1106,2318,419,0.002105655,0.014174771,0,0.002083333,0.002083333,0.208333333,298,121
group_3800,2320,2,0,0,0,0,0,0,2,0
gpt,2321,419,0.0063211,0.047297952,0,0.001893939,0.001893939,0.964015152,298,121
group_3110,2323,2,0,0,0,0,0,0,2,0
group_1816,2324,417,0.00174236,0.002251623,0,0,0.00456621,0.00913242,296,121
group_1458,2325,2,0.320682068,0.320682068,0,0.320682068,0.641364136,0.641364136,1,1
group_1665,2326,2,0.062121212,0.062121212,0,0.062121212,0.124242424,0.124242424,2,0
rpmG,2327,418,0.000212716,0.001152678,0,0,0,0.012820513,297,121
yggS,2328,419,0.010168526,0.062339667,0.001455604,0.002911208,0.004366812,0.978165939,297,122
group_2609,2329,3,0,0,0,0,0,0,0,3
group_2992,2330,9,0,0,0,0,0,0,7,2
coaBC,2332,419,0.023560186,0.137969722,0,0,0,0.834599156,298,121
plsC_2,2333,418,0.003991715,0.013784648,0.001085776,0.003257329,0.005428882,0.206297503,297,121
thiC,2334,415,0.003539509,0.001866623,0.002628812,0.003680336,0.005257624,0.008412198,295,120
group_3063,2335,7,0,0,0,0,0,0,0,7
group_1131,2338,417,0.002952588,0.020817034,0,0,0.001239157,0.21685254,296,121
potH,2339,419,0.001309874,0.001085486,0,0.001035197,0.002070393,0.00621118,298,121
group_746,2342,417,0.004639412,0.042368491,0,0,0,0.473684211,296,121
group_161,2343,316,0.017379195,0.010512531,0.012539185,0.018808777,0.02507837,0.068965517,241,75
group_935,2344,208,0.006967929,0.05380023,0,0,0,0.609683794,137,71
pgi_1,2345,418,0.003158358,0.035072479,0,0.000607165,0.001214329,0.510625379,297,121
resA_3,2346,418,0.004205279,0.028293463,0,0.001956947,0.001956947,0.297455969,298,120
group_2692,2348,2,0,0,0,0,0,0,0,2
group_2360,2349,218,0.006328849,0.008212231,0,0.002777778,0.013888889,0.022222222,116,102
group_2547,2350,10,0.002307692,0.002307692,0,0.002564103,0.005128205,0.005128205,4,6
group_1925,2352,417,0.001028136,0.001657422,0,0,0.001594896,0.007974482,296,121
group_3023,2354,2,0,0,0,0,0,0,2,0
group_1099,2355,419,0.000544774,0.00270885,0,0,0,0.02991453,298,121
group_3877,2356,419,0.007609582,0.006927229,0.002083333,0.004166667,0.014583333,0.01875,298,121
group_1483,2357,122,0.034476607,0.117927552,0,0,0,0.440074906,29,93
group_1756,2359,388,0.000177595,0.00097027,0,0,0,0.012987013,270,118
gyrA,2360,418,0.014729559,0.08986432,0.000727008,0.001454017,0.002181025,0.925845147,297,121
adhA,2361,150,0.010229693,0.07326297,0.00095511,0.00095511,0.00286533,0.643744031,113,37
efeU,2362,436,0.257088751,0.228604122,0.001351351,0.247297297,0.467567568,0.974324324,308,128
virB8,2363,3,0,0,0,0,0,0,0,3
group_2507,2364,23,0,0,0,0,0,0,23,0
group_27,2366,461,0.159882956,0.191710258,0.021428571,0.039285714,0.342857143,0.525,328,133
ybeZ,2367,419,0.009565383,0.028914693,0.001048218,0.002096436,0.006289308,0.335429769,298,121
group_121,2368,73,0.048123016,0.079195705,0.006993007,0.025641026,0.032634033,0.487179487,49,24
metXA,2369,419,0.001756764,0.019510862,0,0,0,0.285223368,298,121
group_975,2370,20,0.181268344,0.190458635,0,0.157232704,0.310272537,0.467505241,14,6
puuB,2371,419,0.01103458,0.027887869,0.000713776,0.000713776,0.001427552,0.206281228,298,121
group_1856,2372,280,0.002891431,0.002570667,0,0.002150538,0.004301075,0.010752688,165,115
group_3150,2374,2,0,0,0,0,0,0,2,0
trpD,2376,419,0.001490776,0.01248187,0,0.000971817,0.000971817,0.183673469,298,121
group_1625,2377,2,0.014102564,0.014102564,0,0.014102564,0.028205128,0.028205128,1,1
lnt,2378,419,0.007936589,0.063674316,0,0,0.000649773,0.539311241,298,121
atpD1,2379,417,0.001101734,0.000933753,0,0.001430615,0.002145923,0.003576538,296,121
group_2253,2381,4,0,0,0,0,0,0,4,0
group_2474,2382,208,6.02E-05,0.000612282,0,0,0,0.006289308,137,71
hisH,2383,419,0.000917675,0.001024983,0,0,0.001564945,0.004694836,298,121
group_387,2384,119,0.010975562,0.014327588,0,0.002544529,0.013994911,0.048346056,111,8
yhjX,2385,422,0.029828103,0.127018916,0.001945525,0.003891051,0.007133593,0.990272374,301,121
group_448,2386,400,0.016979536,0.025850952,0.006329114,0.016877637,0.021097046,0.274261603,283,117
yceI,2387,419,0.009566887,0.030649682,0,0.001782531,0.001782531,0.121212121,298,121
nosL,2388,418,0.001471527,0.001427581,0,0.002020202,0.002020202,0.008080808,297,121
group_274,2389,413,0.478586431,0.474603577,0.000445633,0.293226381,0.955882353,0.96657754,272,141
group_453,2390,37,0.009995363,0.009778009,0.002123142,0.006369427,0.015923567,0.04670913,34,3
group_2587,2391,2,0,0,0,0,0,0,0,2
group_2075,2393,417,4.35E-05,0.000361318,0,0,0,0.006060606,296,121
sspB,2395,417,0.003867285,0.005068978,0.002544529,0.002544529,0.005089059,0.053435115,296,121
surE,2396,417,0.000635805,0.00086291,0,0,0.001338688,0.00669344,296,121
mlaC,2397,417,0.001844925,0.00144488,0,0.001692047,0.003384095,0.005076142,296,121
pdhD,2398,419,0.000329362,0.000436645,0,0,0.000680272,0.003401361,298,121
group_1403,2399,385,0.001890649,0.003240894,0,0,0.002624672,0.015748031,274,111
group_3376,2401,6,0,0,0,0,0,0,6,0
group_1019,2402,417,0.000799749,0.002242554,0,0,0.002331002,0.032634033,296,121
pilE_12,2404,2,0,0,0,0,0,0,1,1
ackA_1,2405,418,0.00364607,0.030702851,0,0,0.000835422,0.338345865,297,121
ypjD,2406,417,0.000698875,0.000753218,0,0.001239157,0.001239157,0.004956629,296,121
nadB,2407,419,0.006564177,0.049378541,0,0.000662691,0.001325381,0.420145792,298,121
sucC,2408,419,0.001981553,0.001585859,0.000856898,0.001713796,0.003427592,0.009425878,298,121
ftsZ,2409,419,0.00103257,0.000925574,0,0.000848176,0.001696353,0.004240882,298,121
zapE,2412,419,0.000330943,0.000483608,0,0,0.000868056,0.002604167,298,121
epsL,2413,422,0.040825435,0.124839251,0.004,0.0136,0.0168,0.992,299,123
erpA,2414,419,0.1338933,0.134089437,0,0.004329004,0.268398268,0.272727273,298,121
aceE,2415,419,0.001631837,0.00169049,0.000374532,0.000749064,0.003745318,0.007865169,298,121
group_1570,2416,2,0.381210479,0.381210479,0,0.381210479,0.762420958,0.762420958,2,0
group_1498,2420,410,0.001235753,0.016573629,0,0,0,0.242063492,293,117
pheA,2421,417,0.00875328,0.005047882,0.004591368,0.01010101,0.012855831,0.022038567,296,121
group_2912,2425,2,0.003415301,0.003415301,0,0.003415301,0.006830601,0.006830601,1,1
smpB,2426,418,0.000340684,0.000812588,0,0,0,0.004474273,297,121
group_488,2427,8,0.151758756,0.177305939,0.00634058,0.036231884,0.339371981,0.429951691,4,4
bspRIM,2428,421,0.010456799,0.074131577,0,0,0.000884956,0.992920354,299,122
group_347,2429,224,0.024333486,0.017982485,0.008064516,0.024193548,0.040322581,0.096774194,169,55
group_3078,2430,2,0,0,0,0,0,0,2,0
rnpA,2431,418,0.013920409,0.030723066,0,0,0,0.084699454,297,121
group_1530,2432,6,0.004894763,0.007892568,0,0,0.017621145,0.017621145,0,6
rho,2436,419,0.000220959,0.001036543,0,0,0,0.017214397,298,121
kdsB,2437,419,0.002274194,0.006523034,0,0.001312336,0.002624672,0.125984252,298,121
group_2035,2438,417,0.000791441,0.001091528,0,0,0.002192982,0.006578947,296,121
group_2612,2439,3,0,0,0,0,0,0,0,3
group_2989,2440,2,0,0,0,0,0,0,0,2
group_413,2442,414,0.025104079,0.053762839,0.006006006,0.012012012,0.018018018,0.540540541,295,119
group_234,2443,421,0.022791112,0.08577075,0.002442997,0.011400651,0.016286645,0.996742671,299,122
yebE,2444,449,0.140125886,0.266740835,0.001626016,0.003252033,0.227642276,0.965853659,328,121
rplL,2445,416,0.001205036,0.002476346,0,0,0.002666667,0.018666667,295,121
trmB,2446,418,0.005481353,0.004559655,0.0013947,0.0027894,0.011157601,0.013947001,297,121
xerC_1,2447,418,0.005254649,0.036497189,0,0,0.001089325,0.417211329,297,121
rpsQ,2448,416,0.001856642,0.00194813,0,0,0.003787879,0.007575758,295,121
group_1415,2451,417,0.002167564,0.002413615,0,0,0.004444444,0.011111111,296,121
group_3909,2453,419,0.00030412,0.000804921,0,0,0,0.005822416,298,121
group_1628,2455,4,0.010545267,0.008479857,0,0.013374486,0.01877572,0.019547325,2,2
yceD,2458,418,0.001695471,0.001934225,0,0.001996008,0.001996008,0.011976048,297,121
hprA,2459,372,0.036957548,0.041613,0.002136752,0.023504274,0.061965812,0.391025641,257,115
hisE,2460,423,0.018842773,0.097511077,0,0,0,0.984567901,299,124
group_445,2461,417,0.106617514,0.253016695,0.002150538,0.004301075,0.008602151,0.733333333,296,121
group_2591,2462,2,0,0,0,0,0,0,0,2
group_2644,2463,3,0.003569835,0.003991197,0,0,0.008032129,0.008032129,3,0
group_2063,2464,414,0.001217312,0.001493718,0,0,0.003030303,0.006060606,293,121
group_2479,2465,3,0,0,0,0,0,0,3,0
group_2837,2466,15,0,0,0,0,0,0,14,1
group_4040,2467,419,0.008177688,0.007738614,0,0.003773585,0.016352201,0.023899371,298,121
virB5,2468,3,0,0,0,0,0,0,0,3
rsmD,2469,410,0.012382841,0.019240754,0.001683502,0.005050505,0.008417508,0.17003367,296,114
argS,2470,419,0.032229612,0.093208291,0.007562536,0.012798138,0.017452007,0.535776614,298,121
group_1928,2471,417,0,0,0,0,0,0,296,121
group_1566,2472,9,0.0130527,0.012468574,0,0.004405286,0.026431718,0.026431718,2,7
penA,2473,364,0.0137506,0.060296667,0.002283105,0.007990868,0.01369863,0.836187215,246,118
group_1341,2474,418,0.028297049,0.028339393,0,0.00456621,0.059360731,0.068493151,297,121
group_1094,2476,419,0.000785229,0.010651747,0,0,0,0.158075601,298,121
thrS,2479,419,0.004778257,0.003856773,0.001044932,0.004702194,0.007314525,0.015151515,298,121
radA,2480,419,0.000424692,0.000435317,0,0.000724638,0.000724638,0.002898551,298,121
hisC2,2481,417,0.000383535,0.000568732,0,0,0.000925926,0.00462963,296,121
group_536,2482,281,0.012395962,0.049395322,0,0,0.00204499,0.390593047,165,116
group_311,2483,26,0.213269546,0.167259151,0.009574468,0.196808511,0.363829787,0.553191489,10,16
group_978,2484,3,0.104056437,0.086532159,0,0.107142857,0.126984127,0.234126984,0,3
hflX,2485,417,0.021280059,0.088554437,0,0.000848176,0.007633588,0.755725191,297,120
porA_2,2486,579,0.403916792,0.353019038,0.001096491,0.354166667,0.644736842,0.994517544,403,176
group_2110,2487,257,8.61E-05,0.000687719,0,0,0,0.011111111,191,66
group_2737,2488,8,0,0,0,0,0,0,8,0
group_1301,2491,418,0.001548871,0.002458341,0,0.002604167,0.002604167,0.033854167,297,121
group_1526,2492,47,0.006329553,0.005205809,0,0.007507508,0.012012012,0.015015015,19,28
tcyB,2496,419,0.000512881,0.0032141,0,0,0,0.047419805,298,121
prlF,2497,281,0.000885377,0.008637723,0,0,0,0.105769231,165,116
tyrS,2498,419,0.004006706,0.03422365,0.000771605,0.00154321,0.002314815,0.50154321,298,121
sarZ,2501,417,0.001525292,0.015664593,0,0,0,0.180555556,296,121
group_938,2502,34,0.008447404,0.012189022,0,0.002096436,0.024109015,0.034591195,13,21
rsxB,2503,417,0.003924233,0.023305207,0.001190476,0.002380952,0.003571429,0.341666667,296,121
group_1780,2504,417,0,0,0,0,0,0,296,121
group_1455,2505,8,0.058216511,0.107672396,0,0.003115265,0.003115265,0.261682243,6,2
group_1272,2506,419,0.000565118,0.004668179,0,0,0,0.073015873,298,121
group_1668,2507,3,0.081588835,0.091219091,0,0,0.183574879,0.183574879,3,0
znuC,2510,419,0.00079009,0.000860028,0,0.001322751,0.001322751,0.006613757,298,121
group_2604,2511,3,0,0,0,0,0,0,0,3
group_2439,2512,131,0.005140046,0.005207886,0,0,0.010416667,0.010416667,75,56
group_638,2514,12,0.073185185,0.103362614,0,0.029333333,0.208,0.426666667,10,2
group_222,2515,57,0.35228855,0.313116724,0.034199726,0.210670315,0.647058824,0.980848153,45,12
group_623,2516,26,0.018082252,0.018852778,0,0.02484472,0.02484472,0.074534161,26,0
bioD1,2519,419,0.001938161,0.005289657,0,0,0.00154321,0.040123457,298,121
mleN,2520,419,0.024424027,0.135317239,0.000657462,0.001314924,0.001972387,0.833004602,298,121
aat,2521,417,0.000813571,0.000831679,0,0.00137741,0.00137741,0.004132231,296,121
cdiI4,2522,10,0,0,0,0,0,0,9,1
trmO,2525,418,0.001890223,0.001455869,0,0.001468429,0.002936858,0.007342144,297,121
group_1800,2526,418,0.003296292,0.002775749,0,0.003454231,0.006044905,0.009499136,298,120
rdgC,2527,419,0.001151104,0.000910194,0,0.001111111,0.002222222,0.004444444,298,121
group_1673,2528,2,0.076642336,0.076642336,0,0.076642336,0.153284672,0.153284672,1,1
truB,2529,418,0.008910047,0.006112036,0.003257329,0.009771987,0.013029316,0.022801303,297,121
group_1381,2530,415,0.002647271,0.006163745,0.001536098,0.001536098,0.003072197,0.0906298,295,120
rplA,2531,416,0.000717345,0.000806889,0,0,0.001436782,0.005747126,295,121
group_485,2532,10,0.218535936,0.24030953,0.00621118,0.028615794,0.497781721,0.51863354,9,1
group_750,2533,270,0.007809484,0.036863953,0,0,0,0.424908425,161,109
group_177,2534,441,0.210932257,0.230561765,0.000941176,0.283294118,0.284235294,0.995764706,308,133
group_923,2535,9,0.036239027,0.032547559,0,0.05513308,0.057034221,0.093155894,9,0
rsmB_1,2536,419,0.00083442,0.000927669,0,0.000795545,0.000795545,0.00636436,298,121
lbpA_1,2537,463,0.202580125,0.280240973,0.01138647,0.064969859,0.314802411,0.946751507,322,141
sppA,2538,440,0.102791036,0.21290191,0,0,0.002026342,0.961499493,319,121
group_2684,2539,10,0,0,0,0,0,0,10,0
group_2551,2541,7,0,0,0,0,0,0,0,7
infA,2542,416,0.000173513,0.00087634,0,0,0,0.00913242,295,121
aplIM_2,2543,347,0.000137597,0.000353785,0,0,0,0.002645503,288,59
cdiA_1,2544,280,0.003203461,0.015728531,0.000874891,0.001749781,0.002624672,0.193350831,172,108
group_3075,2545,2,0.001718213,0.001718213,0,0.001718213,0.003436426,0.003436426,0,2
group_1127,2548,262,6.50E-05,0.00074249,0,0,0,0.008547009,184,78
rnhA,2550,418,0.074501848,0.082412054,0,0.001904762,0.165714286,0.171428571,297,121
rpmE2,2551,418,0.002273814,0.026978207,0,0,0,0.394927536,297,121
ftsW,2552,419,0.000451595,0.000444855,0,0.000769823,0.000769823,0.002309469,298,121
group_2511,2553,46,0.001575299,0.002908266,0,0,0,0.006944444,8,38
group_2336,2554,2,0,0,0,0,0,0,2,0
group_31,2555,56,0.262904699,0.149694607,0.134773663,0.283950617,0.366255144,0.62962963,39,17
nrdR,2556,406,0.01174747,0.018408581,0,0,0.017094017,0.076923077,290,116
nuoM,2557,418,0.002557353,0.001524314,0.001336005,0.002672011,0.003340013,0.007348029,297,121
yhbU,2558,419,0.000281189,0.000420945,0,0,0.000737463,0.002949853,298,121
group_137,2559,422,0.068666177,0.141259836,0.001838235,0.03125,0.050551471,0.954963235,295,127
group_710,2560,419,0.000969293,0.008283348,0,0,0,0.166666667,298,121
group_963,2561,3,0.11370536,0.123842625,0,0.007451565,0.248882265,0.255340288,2,1
piiC_5,2562,78,0.00872014,0.009869026,0,0,0.02,0.026666667,64,14
group_1495,2566,99,0.013101248,0.011841035,0,0.013333333,0.026666667,0.029333333,56,43
dsbD,2567,418,0.001510872,0.001043634,0.00055371,0.00166113,0.002214839,0.004983389,297,121
group_279,2569,7,0.315846715,0.256869711,0.053291536,0.305642633,0.448275862,0.876175549,3,4
group_810,2570,419,0.001918279,0.009896968,0,0,0.001424501,0.075498575,298,121
tldD,2571,417,0.000765705,0.000619205,0,0.000693001,0.001386001,0.003465003,296,121
cysE,2573,419,7.54E-05,0.000298067,0,0,0,0.002442002,298,121
group_1633,2575,3,0.248078267,0.277359934,0,0,0.558176101,0.558176101,0,3
group_1014,2576,418,0.005984831,0.031966044,0,0,0,0.181981982,297,121
pat,2578,418,0.098188472,0.141665578,0.000724638,0.002898551,0.24057971,0.776811594,298,120
group_1553,2579,11,0.010761019,0.011038099,0.002604167,0.005208333,0.026041667,0.028645833,7,4
group_1374,2580,417,0.004893989,0.060766435,0,0.000719942,0.000719942,0.881929446,296,121
group_1686,2581,5,0.109514563,0.15798365,0,0.003236246,0.339805825,0.339805825,2,3
group_3401,2583,2,0,0,0,0,0,0,2,0
copA_2,2584,419,0.000847687,0.000974951,0.000457038,0.000914077,0.000914077,0.012797075,298,121
hpaIIM,2585,419,0.014532319,0.066793587,0,0,0,0.333333333,298,121
group_2899,2586,4,0.001847291,0.001729505,0,0.001642036,0.003284072,0.004926108,0,4
group_2702,2587,2,0,0,0,0,0,0,0,2
pilT_3,2588,422,0.029493539,0.107254694,0.000744048,0.001488095,0.002232143,0.848214286,300,122
group_2971,2589,2,0,0,0,0,0,0,2,0
group_503,2591,454,0.149348812,0.261284704,0.001633987,0.001633987,0.323529412,0.970588235,333,121
group_324,2592,429,0.047654892,0.179726024,0,0.001022495,0.003067485,0.996932515,298,131
